identifier,reads,source
esc_pa5104aa_as,SRR6051928,enterobase
esc_pa9398aa_as,SRR6129446,enterobase
esc_ra0769aa_as,SRR6337281,enterobase
esc_ja4563aa_as,SRR4787369,enterobase
esc_ca5871aa_as,SRR639962,enterobase
esc_ca5871aa_as,SRR640099,enterobase
esc_ca5871aa_as,SRR641809,enterobase
esc_ca5871aa_as,SRR641914,enterobase
esc_ca5577aa_as,SRR2015132,enterobase
esc_ca3342aa_as,SRR785147,enterobase
esc_ca3342aa_as,SRR785148,enterobase
esc_ca3342aa_as,SRR800473,enterobase
esc_ca3342aa_as,SRR800513,enterobase
esc_sa4722aa_as,SRR7265854,enterobase
esc_ka3922aa_as,SRR5018350,enterobase
esc_ra3465aa_as,SRR6484576,enterobase
esc_sa3248aa_as,SRR7223051,enterobase
esc_ha8224aa_as,SRR3987561,enterobase
esc_ja4460aa_as,SRR4787153,enterobase
esc_ba5414aa_as,SRR1981506,enterobase
esc_ba1355aa_as,SRR1981488,enterobase
esc_sa2256aa_as,SRR7186949,enterobase
esc_sa6563aa_as,SRR7358040,enterobase
esc_sa3199aa_as,SRR7221252,enterobase
esc_sa2310aa_as,SRR7187790,enterobase
esc_ga6509aa_as,SRR3405556,enterobase
esc_sa4331aa_as,SRR7251409,enterobase
esc_ga8890aa_as,SRR3574328,enterobase
esc_ia2226aa_as,SRR4261196,enterobase
esc_ha4019aa_as,SRR2178221,enterobase
esc_pa5598aa_as,SRR6053034,enterobase
esc_ca1489aa_as,SRR1981217,enterobase
esc_ca5299aa_as,SRR341554,enterobase
esc_ca5299aa_as,SRR341555,enterobase
esc_ca5299aa_as,SRR353451,enterobase
esc_ca5299aa_as,SRR353452,enterobase
esc_ca5299aa_as,SRR353453,enterobase
esc_ca5299aa_as,SRR353454,enterobase
esc_ca5299aa_as,SRR353455,enterobase
esc_ca5299aa_as,SRR353456,enterobase
esc_ca5299aa_as,SRR353457,enterobase
esc_ca5299aa_as,SRR353458,enterobase
esc_ca5299aa_as,SRR353459,enterobase
esc_ca5299aa_as,SRR353460,enterobase
esc_ca5299aa_as,SRR353461,enterobase
esc_ca5299aa_as,SRR353462,enterobase
esc_ca5299aa_as,SRR353463,enterobase
esc_ca5299aa_as,SRR353464,enterobase
esc_ca5299aa_as,SRR353465,enterobase
esc_ca5299aa_as,SRR353466,enterobase
esc_ca5299aa_as,SRR353467,enterobase
esc_ca5299aa_as,SRR353468,enterobase
esc_ca5299aa_as,SRR353469,enterobase
esc_ca5299aa_as,SRR353470,enterobase
esc_ca5299aa_as,SRR353471,enterobase
esc_ca5299aa_as,SRR353472,enterobase
esc_ca5299aa_as,SRR353473,enterobase
esc_ca5299aa_as,SRR353474,enterobase
esc_sa5902aa_as,SRR7286586,enterobase
esc_ba7366aa_as,SRR2014854,enterobase
esc_ja4841aa_as,SRR4788324,enterobase
esc_ca5354aa_as,SRR784652,enterobase
esc_ca5354aa_as,SRR784653,enterobase
esc_ca5354aa_as,SRR800491,enterobase
esc_ca5354aa_as,SRR800575,enterobase
esc_ca0607aa_as,SRR2127319,enterobase
esc_ca0607aa_as,SRR2127686,enterobase
esc_ca0607aa_as,SRR2135053,enterobase
esc_ca0607aa_as,SRR2135107,enterobase
esc_ca2318aa_as,SRR1981705,enterobase
esc_sa9286aa_as,SRR7495431,enterobase
esc_ga8947aa_as,SRR3581375,enterobase
esc_ca2677aa_as,SRR1981212,enterobase
esc_ja5523aa_as,SRR5006412,enterobase
esc_pa5092aa_as,SRR6051916,enterobase
esc_ba4194aa_as,SRR1981399,enterobase
esc_pa4876aa_as,SRR6051730,enterobase
esc_ja4380aa_as,SRR4786369,enterobase
esc_ba0794aa_as,SRR1981226,enterobase
esc_ia1628aa_as,SRR4192102,enterobase
esc_pa5290aa_as,SRR6052122,enterobase
esc_sa5096aa_as,SRR7277731,enterobase
esc_sa2919aa_as,SRR7215924,enterobase
esc_ba6983aa_as,SRR633758,enterobase
esc_ba6983aa_as,SRR642248,enterobase
esc_ba6983aa_as,SRR647288,enterobase
esc_ba6983aa_as,SRR647298,enterobase
esc_sa5337aa_as,SRR7283752,enterobase
esc_ga9156aa_as,SRR3578589,enterobase
esc_ra0305aa_as,SRR6325067,enterobase
esc_ba9354aa_as,SRR1982005,enterobase
esc_ca0788aa_as,SRR640028,enterobase
esc_ca0788aa_as,SRR640112,enterobase
esc_ca0788aa_as,SRR641882,enterobase
esc_ca0788aa_as,SRR641909,enterobase
esc_ca1200aa_as,SRR640030,enterobase
esc_ca1200aa_as,SRR640134,enterobase
esc_ca1200aa_as,SRR641868,enterobase
esc_ca1200aa_as,SRR641890,enterobase
esc_la5787aa_as,SRR5330909,enterobase
esc_ga8867aa_as,SRR3574305,enterobase
esc_ca4546aa_as,SRR398081,enterobase
esc_ca4546aa_as,SRR398083,enterobase
esc_ca4546aa_as,SRR398087,enterobase
esc_ca4546aa_as,SRR398088,enterobase
esc_ja4694aa_as,SRR4787883,enterobase
esc_ca5910aa_as,SRR785497,enterobase
esc_ca5910aa_as,SRR785498,enterobase
esc_ca5910aa_as,SRR800424,enterobase
esc_ca5910aa_as,SRR800536,enterobase
esc_ha8180aa_as,SRR3987517,enterobase
esc_ra3273aa_as,SRR6467516,enterobase
esc_ja4386aa_as,SRR4786431,enterobase
esc_ha9389aa_as,SRR4019249,enterobase
esc_ja4562aa_as,SRR4787366,enterobase
esc_ga3720aa_as,SRR3241997,enterobase
esc_sa6196aa_as,SRR7291664,enterobase
esc_pa4953aa_as,SRR6051857,enterobase
esc_sa3315aa_as,SRR7223138,enterobase
esc_la5644aa_as,SRR5329209,enterobase
esc_sa4023aa_as,SRR7244286,enterobase
esc_ia1458aa_as,SRR4184755,enterobase
esc_ia1654aa_as,SRR4195711,enterobase
esc_ja3890aa_as,SRR4897328,enterobase
esc_sa3327aa_as,SRR7223112,enterobase
esc_pa5419aa_as,SRR6052789,enterobase
esc_ja5107aa_as,SRR5006328,enterobase
esc_ra3537aa_as,SRR6484806,enterobase
esc_ga9277aa_as,SRR3578911,enterobase
esc_sa6157aa_as,SRR7291577,enterobase
esc_sa5837aa_as,SRR7286385,enterobase
esc_ga9402aa_as,SRR3578983,enterobase
esc_sa4755aa_as,SRR7265967,enterobase
esc_ha7925aa_as,SRR3972145,enterobase
esc_ba1929aa_as,SRR1981185,enterobase
esc_ka0895aa_as,SRR5033711,enterobase
esc_ma8857aa_as,SRR5470230,enterobase
esc_ca2370aa_as,SRR786269,enterobase
esc_ca2370aa_as,SRR786270,enterobase
esc_ca2370aa_as,SRR958712,enterobase
esc_ca2370aa_as,SRR958713,enterobase
esc_ca2507aa_as,SRR1981061,enterobase
esc_oa0199aa_as,SRR5666562,enterobase
esc_ba1526aa_as,SRR1981344,enterobase
esc_ba3631aa_as,SRR1981449,enterobase
esc_ga9186aa_as,SRR3578620,enterobase
esc_ga0113aa_as,SRR3110548,enterobase
esc_ja4619aa_as,SRR4787743,enterobase
esc_sa7081aa_as,SRR7407966,enterobase
esc_ka3896aa_as,SRR5023711,enterobase
esc_ca5572aa_as,SRR785728,enterobase
esc_ca5572aa_as,SRR785729,enterobase
esc_ca5572aa_as,SRR958509,enterobase
esc_ca5572aa_as,SRR958510,enterobase
esc_sa2914aa_as,SRR7215906,enterobase
esc_sa6921aa_as,SRR7401634,enterobase
esc_ma8843aa_as,SRR5470215,enterobase
esc_ba6790aa_as,ERR191685,enterobase
esc_ja5292aa_as,SRR5006372,enterobase
esc_ka4607aa_as,SRR5033666,enterobase
esc_ja4113aa_as,SRR4897813,enterobase
esc_aa9000aa_as,SRR1981672,enterobase
esc_ca5176aa_as,SRR1982014,enterobase
esc_sa4324aa_as,SRR7251026,enterobase
esc_sa5335aa_as,SRR7283749,enterobase
esc_sa6836aa_as,SRR7367557,enterobase
esc_ca3762aa_as,SRR785380,enterobase
esc_ca3762aa_as,SRR785381,enterobase
esc_ca3762aa_as,SRR800477,enterobase
esc_ca3762aa_as,SRR800481,enterobase
esc_sa7576aa_as,SRR7439075,enterobase
esc_ga9451aa_as,SRR3579395,enterobase
esc_qa2892aa_as,SRR6185878,enterobase
esc_sa2338aa_as,SRR7187870,enterobase
esc_pa5127aa_as,SRR6051952,enterobase
esc_sa6216aa_as,SRR7291942,enterobase
esc_pa5352aa_as,SRR6052718,enterobase
esc_pa5042aa_as,SRR6051847,enterobase
esc_sa1345aa_as,SRR7163898,enterobase
esc_ja3783aa_as,SRR4897105,enterobase
esc_sa2254aa_as,SRR7186946,enterobase
esc_ca3809aa_as,SRR1196717,enterobase
esc_ca3809aa_as,SRR1197654,enterobase
esc_ca3809aa_as,SRR1203963,enterobase
esc_ca3809aa_as,SRR1204067,enterobase
esc_fa7669aa_as,SRR2982231,enterobase
esc_ja9437aa_as,SRR5024302,enterobase
esc_na8796aa_as,SRR5605991,enterobase
esc_sa4010aa_as,SRR7244232,enterobase
esc_sa1438aa_as,SRR7167533,enterobase
esc_ia1493aa_as,SRR4184861,enterobase
esc_ca2008aa_as,SRR2014895,enterobase
esc_ha9488aa_as,SRR4031433,enterobase
esc_ca5283aa_as,SRR786369,enterobase
esc_ca5283aa_as,SRR786370,enterobase
esc_ca5283aa_as,SRR958834,enterobase
esc_ca5283aa_as,SRR958835,enterobase
esc_ca4522aa_as,SRR2127364,enterobase
esc_ca4522aa_as,SRR2127489,enterobase
esc_ca4522aa_as,SRR2135051,enterobase
esc_ca4522aa_as,SRR2135459,enterobase
esc_sa2406aa_as,SRR7191562,enterobase
esc_sa5068aa_as,SRR7276945,enterobase
esc_sa5353aa_as,SRR7283809,enterobase
esc_ca5087aa_as,SRR2014869,enterobase
esc_sa1957aa_as,SRR7184268,enterobase
esc_pa5143aa_as,SRR6051969,enterobase
esc_sa2754aa_as,SRR7204338,enterobase
esc_ja5085aa_as,SRR5006078,enterobase
esc_ga6582aa_as,SRR3410242,enterobase
esc_fa7693aa_as,SRR2982205,enterobase
esc_ra8116aa_as,SRR6872952,enterobase
esc_ba8349aa_as,SRR1981157,enterobase
esc_ba4451aa_as,SRR1981579,enterobase
esc_sa2280aa_as,SRR7187033,enterobase
esc_ia1163aa_as,SRR4179250,enterobase
esc_pa5565aa_as,SRR6053001,enterobase
esc_pa4938aa_as,SRR6051839,enterobase
esc_ga9436aa_as,SRR3579380,enterobase
esc_ca2624aa_as,ERR161237,enterobase
esc_ia1290aa_as,SRR4181590,enterobase
esc_ja4360aa_as,SRR4786051,enterobase
esc_ca5131aa_as,SRR785157,enterobase
esc_ca5131aa_as,SRR785158,enterobase
esc_ca5131aa_as,SRR800504,enterobase
esc_ca5131aa_as,SRR800505,enterobase
esc_ka3857aa_as,SRR5023955,enterobase
esc_ia6427aa_as,SRR4340494,enterobase
esc_ca3082aa_as,SRR576626,enterobase
esc_ca3082aa_as,SRR576632,enterobase
esc_ca3082aa_as,SRR577003,enterobase
esc_ca3082aa_as,SRR927396,enterobase
esc_ca3082aa_as,SRR927397,enterobase
esc_qa4806aa_as,SRR6284159,enterobase
esc_ga3713aa_as,SRR3241989,enterobase
esc_ga9227aa_as,SRR3578666,enterobase
esc_ka0515aa_as,SRR5024458,enterobase
esc_ga9410aa_as,SRR3578991,enterobase
esc_pa5383aa_as,SRR6052751,enterobase
esc_ra1600aa_as,SRR6367764,enterobase
esc_ia1483aa_as,SRR4184847,enterobase
esc_ca4444aa_as,SRR576628,enterobase
esc_ca4444aa_as,SRR576634,enterobase
esc_ca4444aa_as,SRR577001,enterobase
esc_ca4444aa_as,SRR927400,enterobase
esc_sa6590aa_as,SRR7358276,enterobase
esc_ca0151aa_as,SRR785151,enterobase
esc_ca0151aa_as,SRR785152,enterobase
esc_ca0151aa_as,SRR800415,enterobase
esc_ca0151aa_as,SRR800550,enterobase
esc_pa5291aa_as,SRR6052123,enterobase
esc_ha3945aa_as,SRR2177974,enterobase
esc_pa5527aa_as,SRR6052908,enterobase
esc_pa2542aa_as,SRR6001341,enterobase
esc_ba1477aa_as,SRR1981571,enterobase
esc_ga9110aa_as,SRR3578454,enterobase
esc_ga9230aa_as,SRR3578669,enterobase
esc_sa2746aa_as,SRR7204312,enterobase
esc_ca6580aa_as,SRR1982104,enterobase
esc_ja7586aa_as,SRR5005409,enterobase
esc_pa5515aa_as,SRR6052890,enterobase
esc_ka3840aa_as,SRR5024204,enterobase
esc_ga9692aa_as,SRR3606791,enterobase
esc_ja7513aa_as,SRR5005276,enterobase
esc_ga9238aa_as,SRR3578769,enterobase
esc_ha2662aa_as,SRR3742238,enterobase
esc_ja8919aa_as,SRR5023893,enterobase
esc_pa5353aa_as,SRR6052719,enterobase
esc_ja4802aa_as,SRR4788250,enterobase
esc_sa2229aa_as,SRR7186902,enterobase
esc_aa9354aa_as,SRR1981118,enterobase
esc_sa5103aa_as,SRR7277741,enterobase
esc_ga9229aa_as,SRR3578668,enterobase
esc_ba2459aa_as,SRR1982000,enterobase
esc_ga3698aa_as,SRR3241863,enterobase
esc_ha2664aa_as,SRR3742240,enterobase
esc_sa5707aa_as,SRR7285451,enterobase
esc_pa4909aa_as,SRR6051782,enterobase
esc_ga8986aa_as,SRR3581429,enterobase
esc_ra0768aa_as,SRR6337249,enterobase
esc_sa3323aa_as,SRR7223162,enterobase
esc_ba7063aa_as,SRR785782,enterobase
esc_ba7063aa_as,SRR785783,enterobase
esc_ba7063aa_as,SRR958523,enterobase
esc_ba7063aa_as,SRR958524,enterobase
esc_ia2237aa_as,SRR4262469,enterobase
esc_sa6197aa_as,SRR7291666,enterobase
esc_ra3578aa_as,SRR6490558,enterobase
esc_ka1583aa_as,SRR5038954,enterobase
esc_ia1679aa_as,SRR4202521,enterobase
esc_ba2618aa_as,SRR1981998,enterobase
esc_ga3719aa_as,SRR3241996,enterobase
esc_ba5558aa_as,SRR1981551,enterobase
esc_sa5693aa_as,SRR7285431,enterobase
esc_sa5720aa_as,SRR7285475,enterobase
esc_sa5733aa_as,SRR7285496,enterobase
esc_ha8232aa_as,SRR3987590,enterobase
esc_ba8149aa_as,SRR1570007,enterobase
esc_ra3544aa_as,SRR6485634,enterobase
esc_ia1669aa_as,SRR4195765,enterobase
esc_ja5285aa_as,SRR5006353,enterobase
esc_ga8910aa_as,SRR3581331,enterobase
esc_ga9208aa_as,SRR3578644,enterobase
esc_sa2234aa_as,SRR7186912,enterobase
esc_ja5119aa_as,SRR5006402,enterobase
esc_sa4768aa_as,SRR7266382,enterobase
esc_ga9264aa_as,SRR3578805,enterobase
esc_oa0099aa_as,SRR5666470,enterobase
esc_ba4012aa_as,SRR1981409,enterobase
esc_pa5416aa_as,SRR6052786,enterobase
esc_ca6138aa_as,SRR633695,enterobase
esc_ca6138aa_as,SRR633749,enterobase
esc_ca6138aa_as,SRR647218,enterobase
esc_ca6138aa_as,SRR647273,enterobase
esc_ja4455aa_as,SRR4787078,enterobase
esc_ca1226aa_as,SRR770100,enterobase
esc_ca1226aa_as,SRR784142,enterobase
esc_ca1226aa_as,SRR958252,enterobase
esc_ca1226aa_as,SRR958253,enterobase
esc_ja3836aa_as,SRR4897228,enterobase
esc_sa5723aa_as,SRR7285480,enterobase
esc_sa2222aa_as,SRR7186892,enterobase
esc_ga8985aa_as,SRR3581428,enterobase
esc_ja4868aa_as,SRR4788377,enterobase
esc_ja8732aa_as,SRR5023807,enterobase
esc_ga3707aa_as,SRR3241982,enterobase
esc_ia2277aa_as,SRR4263664,enterobase
esc_ja4072aa_as,SRR4897740,enterobase
esc_ka2004aa_as,SRR5024488,enterobase
esc_sa3188aa_as,SRR7221219,enterobase
esc_sa6195aa_as,SRR7291659,enterobase
esc_ga8974aa_as,SRR3581420,enterobase
esc_sa1991aa_as,SRR7184371,enterobase
esc_ba7790aa_as,SRR2015131,enterobase
esc_ca1242aa_as,SRR1981548,enterobase
esc_ka6769aa_as,SRR5017530,enterobase
esc_la4733aa_as,SRR5292070,enterobase
esc_ia8536aa_as,SRR4417902,enterobase
esc_pa5399aa_as,SRR6052769,enterobase
esc_ba9015aa_as,SRR1785845,enterobase
esc_ba9015aa_as,SRR1785960,enterobase
esc_ba9015aa_as,SRR1795918,enterobase
esc_ba9015aa_as,SRR1795944,enterobase
esc_sa6153aa_as,SRR7291550,enterobase
esc_ca5366aa_as,SRR770161,enterobase
esc_ca5366aa_as,SRR784606,enterobase
esc_ca5366aa_as,SRR958408,enterobase
esc_ca5366aa_as,SRR958409,enterobase
esc_ha4021aa_as,SRR2178223,enterobase
esc_sa4033aa_as,SRR7244231,enterobase
esc_ja4650aa_as,SRR4787797,enterobase
esc_ja4097aa_as,SRR4897784,enterobase
esc_pa5168aa_as,SRR6051995,enterobase
esc_sa1961aa_as,SRR7184306,enterobase
esc_ca3307aa_as,SRR770150,enterobase
esc_ca3307aa_as,SRR784479,enterobase
esc_ca3307aa_as,SRR958364,enterobase
esc_ca3307aa_as,SRR958365,enterobase
esc_ja4671aa_as,SRR4787833,enterobase
esc_ia1226aa_as,SRR4181467,enterobase
esc_la1462aa_as,SRR5185400,enterobase
esc_pa5343aa_as,SRR6052707,enterobase
esc_pa5495aa_as,SRR6052870,enterobase
esc_sa6176aa_as,SRR7291613,enterobase
esc_sa4318aa_as,SRR7251009,enterobase
esc_ca2909aa_as,SRR784919,enterobase
esc_ca2909aa_as,SRR784920,enterobase
esc_ca2909aa_as,SRR958455,enterobase
esc_ca2909aa_as,SRR958456,enterobase
esc_ia1448aa_as,SRR4184713,enterobase
esc_ja9187aa_as,SRR5023922,enterobase
esc_ba7819aa_as,ERR161310,enterobase
esc_pa5575aa_as,SRR6053011,enterobase
esc_ga8878aa_as,SRR3574316,enterobase
esc_sa1565aa_as,SRR7172290,enterobase
esc_sa6095aa_as,SRR7290964,enterobase
esc_pa5403aa_as,SRR6052773,enterobase
esc_ja7897aa_as,SRR5018342,enterobase
esc_ia1153aa_as,SRR4178330,enterobase
esc_pa5207aa_as,SRR6052034,enterobase
esc_ia2245aa_as,SRR4262713,enterobase
esc_ha8671aa_as,SRR3989541,enterobase
esc_ma8832aa_as,SRR5470154,enterobase
esc_sa6796aa_as,SRR7367428,enterobase
esc_sa2264aa_as,SRR7186961,enterobase
esc_ia7198aa_as,SRR4340486,enterobase
esc_ha4260aa_as,SRR2121041,enterobase
esc_sa6093aa_as,SRR7290930,enterobase
esc_pa2497aa_as,SRR6001296,enterobase
esc_ka1988aa_as,SRR5024314,enterobase
esc_la1447aa_as,SRR5185385,enterobase
esc_sa2383aa_as,SRR7191711,enterobase
esc_sa3293aa_as,SRR7223099,enterobase
esc_sa2382aa_as,SRR7191713,enterobase
esc_ja3847aa_as,SRR4897246,enterobase
esc_pa5213aa_as,SRR6052040,enterobase
esc_ra8128aa_as,SRR6872964,enterobase
esc_sa7794aa_as,SRR7456555,enterobase
esc_ba5337aa_as,SRR1981400,enterobase
esc_ga9214aa_as,SRR3578653,enterobase
esc_sa4729aa_as,SRR7265868,enterobase
esc_qa3483aa_as,SRR6216419,enterobase
esc_ca6063aa_as,SRR1981668,enterobase
esc_sa3219aa_as,SRR7221343,enterobase
esc_sa4171aa_as,SRR7249742,enterobase
esc_sa2807aa_as,SRR7209036,enterobase
esc_ca3956aa_as,SRR1981538,enterobase
esc_ga8930aa_as,SRR3581358,enterobase
esc_ca5990aa_as,SRR1982077,enterobase
esc_ia1201aa_as,SRR4180894,enterobase
esc_pa5096aa_as,SRR6051920,enterobase
esc_ra3332aa_as,SRR6473267,enterobase
esc_ca5977aa_as,SRR784951,enterobase
esc_ca5977aa_as,SRR784952,enterobase
esc_ca5977aa_as,SRR958461,enterobase
esc_ca5977aa_as,SRR958462,enterobase
esc_na7721aa_as,SRR5527737,enterobase
esc_na7721aa_as,SRR5666370,enterobase
esc_ca1868aa_as,SRR1981071,enterobase
esc_sa2755aa_as,SRR7204339,enterobase
esc_sa6790aa_as,SRR7367414,enterobase
esc_ga9151aa_as,SRR3578584,enterobase
esc_ra1892aa_as,SRR6375612,enterobase
esc_pa5543aa_as,SRR6052924,enterobase
esc_ha8866aa_as,SRR3990965,enterobase
esc_sa4016aa_as,SRR7244271,enterobase
esc_ja8030aa_as,SRR5017287,enterobase
esc_ba1740aa_as,ERR161291,enterobase
esc_ga9202aa_as,SRR3578638,enterobase
esc_sa5314aa_as,SRR7283674,enterobase
esc_ka3822aa_as,SRR5024295,enterobase
esc_pa5456aa_as,SRR6052830,enterobase
esc_sa4765aa_as,SRR7265848,enterobase
esc_ha8279aa_as,SRR3987656,enterobase
esc_ra2322aa_as,SRR6396344,enterobase
esc_pa4869aa_as,SRR6051722,enterobase
esc_ja4823aa_as,SRR4788292,enterobase
esc_ga9319aa_as,SRR3578930,enterobase
esc_sa9086aa_as,SRR7474059,enterobase
esc_sa4795aa_as,SRR7266816,enterobase
esc_sa5756aa_as,SRR7285525,enterobase
esc_ba8609aa_as,SRR850798,enterobase
esc_ba8609aa_as,SRR850799,enterobase
esc_ba8609aa_as,SRR1185267,enterobase
esc_ba8609aa_as,SRR1185268,enterobase
esc_ba8609aa_as,SRR1185288,enterobase
esc_ba8609aa_as,SRR1185289,enterobase
esc_ba8609aa_as,SRR1185294,enterobase
esc_sa2321aa_as,SRR7187834,enterobase
esc_sa2393aa_as,SRR7191688,enterobase
esc_ja3879aa_as,SRR4897311,enterobase
esc_ga9435aa_as,SRR3579379,enterobase
esc_ga9313aa_as,SRR3578926,enterobase
esc_na3122aa_as,SRR5494797,enterobase
esc_pa7915aa_as,SRR6079351,enterobase
esc_ca5108aa_as,SRR1981375,enterobase
esc_qa3462aa_as,SRR6216395,enterobase
esc_pa2440aa_as,SRR5998790,enterobase
esc_ha2674aa_as,SRR3742252,enterobase
esc_ca2787aa_as,SRR1981702,enterobase
esc_ga8906aa_as,SRR3581326,enterobase
esc_ja4796aa_as,SRR4788239,enterobase
esc_sa5732aa_as,SRR7285492,enterobase
esc_pa5481aa_as,SRR6052855,enterobase
esc_ha3952aa_as,SRR2177981,enterobase
esc_pa5479aa_as,SRR6052853,enterobase
esc_sa5872aa_as,SRR7286524,enterobase
esc_ja5089aa_as,SRR5006084,enterobase
esc_ga9105aa_as,SRR3578294,enterobase
esc_ga8946aa_as,SRR3581374,enterobase
esc_ma8209aa_as,SRR5469642,enterobase
esc_sa5684aa_as,SRR7285417,enterobase
esc_ja4505aa_as,SRR4787261,enterobase
esc_ca4860aa_as,SRR770081,enterobase
esc_ca4860aa_as,SRR784019,enterobase
esc_ca4860aa_as,SRR958199,enterobase
esc_ca4860aa_as,SRR958200,enterobase
esc_ia6426aa_as,SRR4340493,enterobase
esc_ba4011aa_as,SRR2015124,enterobase
esc_ja7559aa_as,SRR5005270,enterobase
esc_ha4000aa_as,SRR2178103,enterobase
esc_ia2264aa_as,SRR4263651,enterobase
esc_sa3206aa_as,SRR7221263,enterobase
esc_ja8398aa_as,SRR5018298,enterobase
esc_sa1947aa_as,SRR7184239,enterobase
esc_ga9168aa_as,SRR3578601,enterobase
esc_ga9403aa_as,SRR3578984,enterobase
esc_sa6937aa_as,SRR7401653,enterobase
esc_ba8890aa_as,SRR1981972,enterobase
esc_ka0699aa_as,SRR5034977,enterobase
esc_sa5919aa_as,SRR7286624,enterobase
esc_sa3570aa_as,SRR7230355,enterobase
esc_qa2867aa_as,SRR6185852,enterobase
esc_ca0975aa_as,SRR1570046,enterobase
esc_ca0975aa_as,SRR1570184,enterobase
esc_ca0975aa_as,SRR2015130,enterobase
esc_ra7083aa_as,SRR6816945,enterobase
esc_ja4815aa_as,SRR4788275,enterobase
esc_sa2936aa_as,SRR7204350,enterobase
esc_ca5862aa_as,SRR785596,enterobase
esc_ca5862aa_as,SRR785597,enterobase
esc_ca5862aa_as,SRR800460,enterobase
esc_ca5862aa_as,SRR800594,enterobase
esc_qa2908aa_as,SRR6185895,enterobase
esc_na7557aa_as,SRR5527568,enterobase
esc_na7557aa_as,SRR5666355,enterobase
esc_ga8895aa_as,SRR3574333,enterobase
esc_sa2923aa_as,SRR7215939,enterobase
esc_ja4791aa_as,SRR4788233,enterobase
esc_pa5348aa_as,SRR6052714,enterobase
esc_ga8823aa_as,SRR3574261,enterobase
esc_sa2309aa_as,SRR7187788,enterobase
esc_pa5438aa_as,SRR6052810,enterobase
esc_pa7907aa_as,SRR6079343,enterobase
esc_ga8932aa_as,SRR3581360,enterobase
esc_ba0637aa_as,SRR1981478,enterobase
esc_ra1601aa_as,SRR6367805,enterobase
esc_sa4141aa_as,SRR7249516,enterobase
esc_ja3991aa_as,SRR4897585,enterobase
esc_pa2445aa_as,SRR5998795,enterobase
esc_sa5916aa_as,SRR7286618,enterobase
esc_ia1272aa_as,SRR4181544,enterobase
esc_ba9709aa_as,SRR1981028,enterobase
esc_la5722aa_as,SRR5330823,enterobase
esc_ia1215aa_as,SRR4181400,enterobase
esc_ja3781aa_as,SRR4897103,enterobase
esc_ba8032aa_as,SRR1982063,enterobase
esc_ha8685aa_as,SRR3989590,enterobase
esc_ja4794aa_as,SRR4788236,enterobase
esc_sa4718aa_as,SRR7265849,enterobase
esc_pa4866aa_as,SRR6051718,enterobase
esc_ha8226aa_as,SRR3987568,enterobase
esc_fa7357aa_as,ERR161260,enterobase
esc_ja4451aa_as,SRR4787071,enterobase
esc_sa1353aa_as,SRR7163914,enterobase
esc_la1493aa_as,SRR5185880,enterobase
esc_ba3864aa_as,ERR191726,enterobase
esc_ca4067aa_as,SRR633755,enterobase
esc_ca4067aa_as,SRR633811,enterobase
esc_ca4067aa_as,SRR647285,enterobase
esc_ca4067aa_as,SRR647293,enterobase
esc_ba5025aa_as,SRR1981671,enterobase
esc_ja7979aa_as,SRR5017474,enterobase
esc_pa4865aa_as,SRR6051717,enterobase
esc_pa5297aa_as,SRR6052130,enterobase
esc_sa6926aa_as,SRR7401639,enterobase
esc_ca1598aa_as,SRR786314,enterobase
esc_ca1598aa_as,SRR786315,enterobase
esc_ca1598aa_as,SRR958738,enterobase
esc_ca1598aa_as,SRR958739,enterobase
esc_ja7738aa_as,SRR5017319,enterobase
esc_ka6753aa_as,SRR5023828,enterobase
esc_ha6182aa_as,SRR3883037,enterobase
esc_sa5922aa_as,SRR7286630,enterobase
esc_sa5744aa_as,SRR7285511,enterobase
esc_ja8992aa_as,SRR5023929,enterobase
esc_sa4473aa_as,SRR7257102,enterobase
esc_ha8244aa_as,SRR3987619,enterobase
esc_aa8537aa_as,SRR1981572,enterobase
esc_pa5181aa_as,SRR6052008,enterobase
esc_sa6820aa_as,SRR7367534,enterobase
esc_ra3723aa_as,SRR6505280,enterobase
esc_ca3340aa_as,SRR770104,enterobase
esc_ca3340aa_as,SRR784156,enterobase
esc_ca3340aa_as,SRR958260,enterobase
esc_ca3340aa_as,SRR958261,enterobase
esc_pa9509aa_as,SRR6144111,enterobase
esc_ga9224aa_as,SRR3578663,enterobase
esc_ha9020aa_as,SRR3993807,enterobase
esc_sa6602aa_as,SRR7358309,enterobase
esc_sa6754aa_as,SRR7367254,enterobase
esc_sa4766aa_as,SRR7265925,enterobase
esc_ma8867aa_as,SRR5470240,enterobase
esc_sa6219aa_as,SRR7292644,enterobase
esc_ia2234aa_as,SRR4262058,enterobase
esc_ia1129aa_as,SRR4176972,enterobase
esc_sa6145aa_as,SRR7291043,enterobase
esc_na7716aa_as,SRR5527729,enterobase
esc_na7716aa_as,SRR5666366,enterobase
esc_ca4536aa_as,SRR1981397,enterobase
esc_ga9440aa_as,SRR3579384,enterobase
esc_sa1943aa_as,SRR7184234,enterobase
esc_qa2182aa_as,SRR6179004,enterobase
esc_ja7750aa_as,SRR5017461,enterobase
esc_ga8811aa_as,SRR3574249,enterobase
esc_ja8405aa_as,SRR5018326,enterobase
esc_pa5446aa_as,SRR6052819,enterobase
esc_ia0314aa_as,SRR4046450,enterobase
esc_pa2541aa_as,SRR6001340,enterobase
